NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Adair County, Missouri",29001,Missouri,0.0561224,n/a**,0.0561224,n/a*,n/a*,0,0.2675585,n/a**,0.2675585,0.319398,n/a**,0.319398,0.3785293,0.1017383,59203,42201,60645
"Andrew County, Missouri",29003,Missouri,0.0456853,n/a**,0.0456853,n/a*,n/a*,0.0074627,0.3044316,n/a**,0.3044316,0.3776493,n/a**,0.3776493,0.6128044,0.0552477,73248,85295,72795
"Atchison County, Missouri",29005,Missouri,0.0192308,n/a**,0.0192308,n/a*,n/a*,n/a*,0.2709678,n/a**,0.2709678,0.3354839,n/a**,0.3354839,1,0.0344234,64236,63656,64256
"Audrain County, Missouri",29007,Missouri,0.0528053,n/a**,0.0528053,0.1951219,n/a*,0,0.3225806,n/a**,0.3225806,0.405914,n/a**,0.405914,0.4119629,0.1334035,61557,51127,62697
"Barry County, Missouri",29009,Missouri,0.0274314,n/a**,0.0274314,0.1929825,0,0,0.3090909,n/a**,0.309387,0.3808613,n/a**,0.3812261,0.732646,0.1436532,64139,58104,64940
"Barton County, Missouri",29011,Missouri,0.0833333,n/a**,0.0833333,n/a*,n/a*,0,0.3146667,n/a**,0.3146667,0.4053333,n/a**,0.4053333,0.6395743,0.0756124,64001,42405,65120
"Bates County, Missouri",29013,Missouri,0.0674157,n/a**,0.0674157,n/a*,n/a*,0,0.3020833,n/a**,0.3020833,0.3645833,n/a**,0.3645833,0.772714,0.0586033,67588,37958,68912
"Benton County, Missouri",29015,Missouri,0.0379747,n/a**,0.0379747,n/a*,n/a*,0,0.2956081,n/a**,0.2956081,0.3902027,n/a**,0.3902027,0.8653967,0.0519181,56309,32853,57151
"Bollinger County, Missouri",29017,Missouri,0.0675676,n/a**,0.0675676,n/a*,n/a*,0,0.3121212,n/a**,0.3121212,0.4393939,n/a**,0.4393939,1,0.0400818,53816,39928,54154
"Boone County, Missouri",29019,Missouri,0.0338428,n/a**,0.0339912,0.2042253,0.013986,0,0.2999045,n/a**,0.3014068,0.3465138,n/a**,0.3480439,0.1878605,0.2111781,77332,55787,82264
"Buchanan County, Missouri",29021,Missouri,0.0751445,n/a**,0.0752315,0.3170732,0,0,0.2535527,n/a**,0.2557525,0.31638,n/a**,0.3187476,0.1337205,0.167262,62181,48992,64617
"Butler County, Missouri",29023,Missouri,0.0654206,n/a**,0.0645161,0.2364865,0,0,0.2463382,n/a**,0.2472973,0.3462051,n/a**,0.3466216,0.5218255,0.114427,53954,42045,55216
"Caldwell County, Missouri",29025,Missouri,0.06,n/a**,0.06,n/a*,n/a*,0,0.3018182,n/a**,0.3018182,0.3636364,n/a**,0.3636364,1,0.0552052,59737,65595,59473
"Callaway County, Missouri",29027,Missouri,0.0555556,n/a**,0.0555556,0.2831858,0.0107527,0,0.3447273,n/a**,0.3447273,0.4232727,n/a**,0.4232727,0.6202743,0.0980641,68870,55230,69971
"Camden County, Missouri",29029,Missouri,0.0224719,n/a**,0.0224719,0.173913,0,0,0.3132867,n/a**,0.3132867,0.3706294,n/a**,0.3706294,0.7422844,0.0574715,71833,55520,72367
"Cape Girardeau County, Missouri",29031,Missouri,0.0433404,n/a**,0.0434783,0.2435897,0.0204082,0,0.3275862,n/a**,0.3296563,0.392767,n/a**,0.3949936,0.3050321,0.1405384,76207,55447,79353
"Carroll County, Missouri",29033,Missouri,0.0510204,n/a**,0.0510204,n/a*,n/a*,0,0.3180076,n/a**,0.3180076,0.3639847,n/a**,0.3639847,0.6454008,0.0528414,62887,30680,64398
"Carter County, Missouri",29035,Missouri,0.0192308,n/a**,0.0192308,n/a*,n/a*,n/a*,0.2966102,n/a**,0.2966102,0.440678,n/a**,0.440678,1,0.0380673,56449,35277,57348
"Cass County, Missouri",29037,Missouri,0.0311369,n/a*,0.0311369,0.1631799,0.0093023,0,0.3409091,n/a*,0.3412112,0.405549,n/a*,0.4059084,0.3240214,0.1202834,89307,80315,90255
"Cedar County, Missouri",29039,Missouri,0.0628931,n/a**,0.0628931,n/a*,n/a*,0,0.287703,n/a**,0.287703,0.3665893,n/a**,0.3665893,0.7529681,0.0544755,53665,33308,54896
"Chariton County, Missouri",29041,Missouri,0.0142857,n/a**,0.0142857,n/a*,n/a*,0,0.3314607,n/a**,0.3333333,0.3932584,n/a**,0.3954802,1,0.0503809,60240,35293,61046
"Christian County, Missouri",29043,Missouri,0.0307814,n/a**,0.0307814,0.2171429,0,0.0011325,0.3687094,n/a**,0.368962,0.4320438,n/a**,0.4323398,0.4479605,0.0666371,78788,67076,79359
"Clark County, Missouri",29045,Missouri,0.0185185,n/a**,0.0185185,n/a*,n/a*,n/a*,0.2279793,n/a**,0.2279793,0.2797928,n/a**,0.2797928,1,0.0308305,65020,33384,66142
"Clay County, Missouri",29047,Missouri,0.0322581,n/a**,0.0323194,0.1944444,0.005814,0.0004669,0.3409692,n/a**,0.3415435,0.3943361,n/a**,0.3949728,0.0981576,0.1995015,85262,65742,89052
"Clinton County, Missouri",29049,Missouri,0.045614,n/a**,0.045614,n/a*,n/a*,0,0.3252496,n/a**,0.3252496,0.3980029,n/a**,0.3980029,0.7620884,0.0627805,72858,64876,73357
"Cole County, Missouri",29051,Missouri,0.0343249,n/a**,0.0334487,0.2116788,0,0,0.3280423,n/a**,0.3297683,0.3791887,n/a**,0.3801248,0.2907488,0.1864617,76584,79912,76076
"Cooper County, Missouri",29053,Missouri,0.0394089,n/a**,0.0394089,n/a*,n/a*,0,0.3347107,n/a**,0.3347107,0.4152893,n/a**,0.4152893,0.5320152,0.1221971,63688,59388,63958
"Crawford County, Missouri",29055,Missouri,0.0383387,n/a**,0.0383387,0.2105263,0,0,0.3287858,n/a**,0.3287858,0.4242838,n/a**,0.4242838,0.7330742,0.0483564,54332,37654,54892
"Dade County, Missouri",29057,Missouri,0.0560748,n/a**,0.0560748,n/a*,n/a*,0.0140845,0.3389121,n/a**,0.3389121,0.4393305,n/a**,0.4393305,1,0.0629454,55998,28542,57519
"Dallas County, Missouri",29059,Missouri,0.0653595,n/a**,0.0653595,n/a*,n/a*,0,0.2895377,n/a**,0.2895377,0.3673966,n/a**,0.3673966,0.819336,0.0544021,62312,46346,63018
"Daviess County, Missouri",29061,Missouri,0.0549451,n/a**,0.0549451,n/a*,n/a*,0,0.2829457,n/a**,0.2829457,0.3410853,n/a**,0.3410853,1,0.0407474,64421,46932,64678
"DeKalb County, Missouri",29063,Missouri,0.0412371,n/a**,0.0412371,n/a*,n/a*,0,0.2585034,n/a**,0.2585034,0.3231293,n/a**,0.3231293,0.6240304,0.1619032,63023,79849,62624
"Dent County, Missouri",29065,Missouri,0.0229885,n/a**,0.0229885,n/a*,n/a*,0,0.2644628,n/a**,0.2661123,0.357438,n/a**,0.3596674,0.6856997,0.0568672,54579,36040,55498
"Douglas County, Missouri",29067,Missouri,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2419355,n/a**,0.2419355,0.3548387,n/a**,0.3548387,0.791216,0.019991,51868,102707,51146
"Dunklin County, Missouri",29069,Missouri,0.0894569,n/a**,0.0894569,0.3176471,0.0133333,0,0.2578548,n/a**,0.2578548,0.3282773,n/a**,0.3282773,0.5045536,0.1962567,52761,35301,55732
"Franklin County, Missouri",29071,Missouri,0.0404115,n/a**,0.0404115,0.2403846,0.0181818,0.0010718,0.3239356,n/a**,0.3239356,0.3872267,n/a**,0.3872267,0.5559847,0.0497621,74262,95163,73703
"Gasconade County, Missouri",29073,Missouri,0.0166667,n/a**,0.0166667,n/a*,n/a*,0,0.2946058,n/a**,0.2946058,0.3692946,n/a**,0.3692946,0.8086979,0.0409218,68913,67676,68977
"Gentry County, Missouri",29075,Missouri,0,n/a**,0,n/a*,n/a*,n/a*,0.2901554,n/a**,0.2901554,0.3419689,n/a**,0.3419689,1,0.0405079,61423,46528,61678
"Greene County, Missouri",29077,Missouri,0.0476627,n/a**,0.0480148,0.245098,0.0069204,0.0004803,0.2878675,n/a**,0.2885964,0.346232,n/a**,0.3468551,0.1399769,0.1307091,63870,59187,64447
"Grundy County, Missouri",29079,Missouri,0.0126582,n/a**,0.0126582,n/a*,n/a*,0,0.2391304,n/a**,0.2391304,0.2862319,n/a**,0.2862319,0.454634,0.0593475,57506,40449,58214
"Harrison County, Missouri",29081,Missouri,0.0746269,n/a**,0.0746269,n/a*,n/a*,n/a*,0.1942149,n/a**,0.1942149,0.2644628,n/a**,0.2644628,0.7039187,0.0486397,52317,42307,52674
"Henry County, Missouri",29083,Missouri,0.0633803,n/a**,0.0633803,0.2982456,n/a*,0.0055866,0.3202247,n/a**,0.3202247,0.3918539,n/a**,0.3918539,0.4954652,0.0647803,63004,30376,65025
"Hickory County, Missouri",29085,Missouri,0.0333333,n/a**,0.0333333,n/a*,n/a*,0,0.2548262,n/a**,0.2548262,0.3474903,n/a**,0.3474903,1,0.0522118,43912,52624,43473
"Holt County, Missouri",29087,Missouri,0.04,n/a**,0.04,n/a*,n/a*,n/a*,0.2894737,n/a**,0.2894737,0.3289474,n/a**,0.3289474,1,0.0417419,60182,55160,60291
"Howard County, Missouri",29089,Missouri,0.0451128,n/a**,0.0451128,n/a*,n/a*,0,0.330033,n/a**,0.330033,0.4323432,n/a**,0.4323432,0.6405757,0.0944522,64775,53498,65635
"Howell County, Missouri",29091,Missouri,0.0382883,n/a**,0.0382883,0.1724138,0.0113636,0.0037175,0.2723674,n/a**,0.2723674,0.3467934,n/a**,0.3467934,0.7217327,0.0572262,52116,44866,52570
"Iron County, Missouri",29093,Missouri,0.0542636,n/a**,0.0542636,n/a*,n/a*,0,0.3280757,n/a**,0.3280757,0.4037855,n/a**,0.4037855,0.7485419,0.0563754,51670,45232,52027
"Jackson County, Missouri",29095,Missouri,0.0592593,0.1185077,0.0356324,0.2507481,0.0155786,0.000441,0.2757516,0.2148547,0.2999701,0.3362824,0.2867599,0.3554009,0.0383693,0.3811946,75915,56399,85873
"Jasper County, Missouri",29097,Missouri,0.0666667,n/a**,0.0670278,0.2719547,0.006993,0.001182,0.3142706,n/a**,0.3180107,0.3868149,n/a**,0.3905914,0.236917,0.1583139,60613,41591,63316
"Jefferson County, Missouri",29099,Missouri,0.0385316,n/a**,0.0385667,0.2239382,0.0106383,0.0018075,0.3913943,n/a**,0.3914964,0.4502827,n/a**,0.4503037,0.3019617,0.0559185,79374,81325,79316
"Johnson County, Missouri",29101,Missouri,0.0324963,n/a**,0.0324963,0.2365591,0,0,0.3460576,n/a**,0.3460576,0.422403,n/a**,0.422403,0.5044396,0.1424127,66605,56566,68012
"Knox County, Missouri",29103,Missouri,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.1818182,n/a**,0.1818182,0.2545455,n/a**,0.2545455,1,0.0380035,56014,42773,56249
"Laclede County, Missouri",29105,Missouri,0.0524272,n/a**,0.0524272,0.2352941,0.0173913,0.0033557,0.3243471,n/a**,0.3243471,0.4254423,n/a**,0.4254423,0.6051278,0.0688976,58389,48677,58953
"Lafayette County, Missouri",29107,Missouri,0.062645,n/a**,0.062645,0.3472222,0.0243902,0,0.3207547,n/a**,0.3207547,0.4009434,n/a**,0.4009434,0.5694857,0.0802528,72876,67747,73216
"Lawrence County, Missouri",29109,Missouri,0.0385439,n/a**,0.0385439,0.1744186,0.0266667,0.003268,0.2981316,n/a**,0.2981316,0.3777417,n/a**,0.3777417,0.5868665,0.1089938,58968,50323,59637
"Lewis County, Missouri",29111,Missouri,0.03125,n/a**,0.03125,n/a*,n/a*,0,0.2948207,n/a**,0.2948207,0.3784861,n/a**,0.3784861,1,0.0738322,57940,49697,58363
"Lincoln County, Missouri",29113,Missouri,0.0392377,n/a**,0.0392377,0.2142857,0.0320513,0,0.3869654,n/a**,0.3869654,0.4516293,n/a**,0.4516293,0.7482974,0.0696567,74375,71752,74525
"Linn County, Missouri",29115,Missouri,0.025974,n/a**,0.025974,n/a*,n/a*,0,0.2707317,n/a**,0.2707317,0.3682927,n/a**,0.3682927,0.6645247,0.0518451,59352,59237,59356
"Livingston County, Missouri",29117,Missouri,0.0258065,n/a**,0.0258065,n/a*,n/a*,0,0.3103448,n/a**,0.3103448,0.3793103,n/a**,0.3793103,0.3660415,0.0763586,59092,22104,60820
"McDonald County, Missouri",29119,Missouri,0.064257,n/a**,0.0391061,0.2333333,0.0277778,0,0.3311688,n/a**,0.353211,0.3928571,n/a**,0.4082569,0.9999133,0.2272847,54657,53713,54841
"Macon County, Missouri",29121,Missouri,0.0402299,n/a**,0.0402299,n/a*,n/a*,0,0.2599206,n/a**,0.2599206,0.3412699,n/a**,0.3412699,0.6778877,0.0640174,53813,38158,54516
"Madison County, Missouri",29123,Missouri,0.0492611,n/a**,0.0492611,n/a*,n/a*,0.0080645,0.3741007,n/a**,0.3741007,0.4820144,n/a**,0.4820144,0.6550794,0.0536169,59032,27700,60735
"Maries County, Missouri",29125,Missouri,0.04,n/a**,0.04,n/a*,n/a*,0,0.3375528,n/a**,0.3375528,0.4219409,n/a**,0.4219409,1,0.0454391,62778,39502,64057
"Marion County, Missouri",29127,Missouri,0.0496894,n/a**,0.0496894,0.238806,0,0,0.2433538,n/a**,0.2433538,0.3220859,n/a**,0.3220859,0.2476634,0.0995875,61788,80517,60550
"Mercer County, Missouri",29129,Missouri,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.3444445,n/a**,0.3444445,0.3888889,n/a**,0.3888889,1,0.0425357,57579,68833,57472
"Miller County, Missouri",29131,Missouri,0.03663,n/a**,0.03663,0.2,0,0,0.303155,n/a**,0.303155,0.3689986,n/a**,0.3689986,0.7978019,0.0517043,64090,43016,64960
"Mississippi County, Missouri",29133,Missouri,0.1386861,n/a**,0.0779221,n/a*,n/a*,0,0.2698413,n/a**,0.277512,0.3544973,n/a**,0.3636364,0.3269954,0.2853249,50405,32279,55692
"Moniteau County, Missouri",29135,Missouri,0.0207254,n/a**,0.0207254,n/a*,n/a*,0,0.3738532,n/a**,0.375576,0.4380734,n/a**,0.4400922,0.5270071,0.0838215,67975,59115,68349
"Monroe County, Missouri",29137,Missouri,0.0673077,n/a**,0.0673077,n/a*,n/a*,0,0.3211382,n/a**,0.3211382,0.4105691,n/a**,0.4105691,1,0.0709236,56487,38354,57501
"Montgomery County, Missouri",29139,Missouri,0.062069,n/a**,0.062069,n/a*,n/a*,0,0.2773723,n/a**,0.2773723,0.3479319,n/a**,0.3479319,0.7851422,0.0594585,57597,42504,58409
"Morgan County, Missouri",29141,Missouri,0.0321429,n/a**,0.0322581,n/a*,n/a*,0,0.2851563,n/a**,0.2868421,0.3619792,n/a**,0.3644737,1,0.0587046,54011,33989,54991
"New Madrid County, Missouri",29143,Missouri,0.0636364,n/a**,0.0636364,0.2096774,n/a*,0,0.3612245,n/a**,0.3612245,0.4408163,n/a**,0.4408163,0.5686326,0.2013667,50499,35965,53716
"Newton County, Missouri",29145,Missouri,0.0531401,n/a**,0.0532044,0.212766,0.0189873,0.0020747,0.3282002,n/a**,0.328351,0.392204,n/a**,0.3924783,0.6443714,0.1388793,72789,67513,73362
"Nodaway County, Missouri",29147,Missouri,0.0188679,n/a**,0.0188679,n/a*,n/a*,0,0.2368897,n/a**,0.2368897,0.2857143,n/a**,0.2857143,0.4343175,0.0741089,58922,40790,60014
"Oregon County, Missouri",29149,Missouri,0.0449438,n/a**,0.0449438,n/a*,n/a*,0,0.2738589,n/a**,0.2738589,0.3609959,n/a**,0.3609959,0.8053488,0.0596412,43846,44819,43799
"Osage County, Missouri",29151,Missouri,0.023622,n/a**,0.023622,n/a*,n/a*,0,0.2676768,n/a**,0.2676768,0.3207071,n/a**,0.3207071,1,0.0149835,74559,69492,74624
"Ozark County, Missouri",29153,Missouri,0,n/a**,0,n/a*,n/a*,n/a*,0.265,n/a**,0.2708333,0.34,n/a**,0.3489583,1,0.047138,42760,18644,43520
"Pemiscot County, Missouri",29155,Missouri,0.1030303,n/a**,0.0977444,n/a*,n/a*,0,0.2700229,n/a**,0.2781065,0.3661327,n/a**,0.3816568,0.492676,0.3147692,50700,33003,57972
"Perry County, Missouri",29157,Missouri,0.0284553,n/a**,0.0284553,n/a*,n/a*,0,0.348718,n/a**,0.348718,0.4188034,n/a**,0.4188034,0.5562174,0.0484602,66451,55450,66806
"Pettis County, Missouri",29159,Missouri,0.0625,n/a**,0.0633188,0.2192982,0.0519481,0,0.2743295,n/a**,0.2763466,0.3478927,n/a**,0.3497268,0.3777873,0.1507732,60159,60119,60164
"Phelps County, Missouri",29161,Missouri,0.0635838,n/a**,0.064833,0.3131313,0.0210526,0,0.2997076,n/a**,0.3032355,0.371345,n/a**,0.3747178,0.462242,0.1127493,62404,52703,63465
"Pike County, Missouri",29163,Missouri,0.0112994,n/a**,0.0112994,n/a*,n/a*,0,0.3060345,n/a**,0.3066955,0.3814655,n/a**,0.3822894,0.5437999,0.1194256,60711,73627,59712
"Platte County, Missouri",29165,Missouri,0.0333851,n/a*,0.0336727,0.2110553,0.0046948,0,0.3238319,n/a*,0.3235556,0.3740817,n/a*,0.3739259,0.1580798,0.1899346,100478,103730,99828
"Polk County, Missouri",29167,Missouri,0.0277078,n/a**,0.0277078,0.1571429,0,0,0.2897884,n/a**,0.2897884,0.3615455,n/a**,0.3615455,0.6886984,0.0626496,60004,41099,60807
"Pulaski County, Missouri",29169,Missouri,0.0489209,n/a**,0.0503247,0.2214286,0.0072464,0.0047962,0.4345282,n/a**,0.4262429,0.5025604,n/a**,0.4955175,0.4403145,0.306247,64126,57804,66087
"Putnam County, Missouri",29171,Missouri,0.0333333,n/a**,0.0333333,n/a*,n/a*,n/a*,0.3164557,n/a**,0.3164557,0.3797468,n/a**,0.3797468,1,0.0403681,56944,11677,57523
"Ralls County, Missouri",29173,Missouri,0.0205479,n/a**,0.0205479,n/a*,n/a*,0,0.34375,n/a**,0.34375,0.45625,n/a**,0.45625,0.9610505,0.0454368,67500,72635,67399
"Randolph County, Missouri",29175,Missouri,0.040404,n/a**,0.040404,0.1666667,0,0,0.3408408,n/a**,0.3408408,0.4384384,n/a**,0.4384384,0.4517589,0.115162,57461,41233,58667
"Ray County, Missouri",29177,Missouri,0.0395137,n/a**,0.0395137,0.1967213,0.0178571,0,0.3633987,n/a**,0.3633987,0.420915,n/a**,0.420915,0.752192,0.063388,74020,78784,73806
"Reynolds County, Missouri",29179,Missouri,0.016129,n/a**,0.016129,n/a*,n/a*,n/a*,0.2485876,n/a**,0.2485876,0.3502825,n/a**,0.3502825,1,0.0626391,53030,30116,53948
"Ripley County, Missouri",29181,Missouri,0.0516129,n/a**,0.0516129,n/a*,n/a*,0,0.2740385,n/a**,0.2740385,0.3653846,n/a**,0.3653846,1,0.049532,46280,39262,46449
"St. Charles County, Missouri",29183,Missouri,0.0235229,n/a**,0.0235578,0.1815287,0.0133869,0.0004971,0.3770922,n/a**,0.377357,0.4146549,n/a**,0.4148377,0.0583048,0.1347538,106947,95093,108286
"St. Clair County, Missouri",29185,Missouri,0.0288462,n/a**,0.0288462,n/a*,n/a*,0,0.2437276,n/a**,0.2437276,0.3655914,n/a**,0.3655914,1,0.0550694,51397,40113,51886
"Ste. Genevieve County, Missouri",29186,Missouri,0.0350877,n/a**,0.0350877,n/a*,n/a*,0,0.3024,n/a**,0.3024,0.3632,n/a**,0.3632,0.7614219,0.0434222,75189,96547,74600
"St. Francois County, Missouri",29187,Missouri,0.0532044,n/a**,0.0532044,0.2303665,0,0,0.3343254,n/a**,0.3343254,0.40625,n/a**,0.40625,0.3976346,0.0823042,59361,39631,59522
"St. Louis County, Missouri",29189,Missouri,0.051843,0.1145919,0.020324,0.2413793,0.0114665,0.0005725,0.298047,0.3120646,0.2899793,0.337925,0.3714376,0.3210168,0.0113799,0.3484694,103189,69009,118589
"Saline County, Missouri",29195,Missouri,0.0639098,n/a**,0.0639098,0.2112676,0.0166667,0.0074074,0.3094868,n/a**,0.3094868,0.4059098,n/a**,0.4059098,0.4580659,0.1973363,58691,42509,61186
"Schuyler County, Missouri",29197,Missouri,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2405063,n/a**,0.2405063,0.2911392,n/a**,0.2911392,1,0.030955,53256,66350,53185
"Scotland County, Missouri",29199,Missouri,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2393162,n/a**,0.2413793,0.2905983,n/a**,0.2931035,1,0.0073439,73096,43654,73314
"Scott County, Missouri",29201,Missouri,0.0767825,n/a**,0.0769231,0.26,0.0227273,0,0.3207982,n/a**,0.3202765,0.4105909,n/a**,0.4101382,0.4155291,0.1675769,61674,35250,66332
"Shannon County, Missouri",29203,Missouri,0.0561798,n/a**,0.0561798,n/a*,n/a*,n/a*,0.3428572,n/a**,0.3428572,0.4142857,n/a**,0.4142857,1,0.0613363,43278,34334,43801
"Shelby County, Missouri",29205,Missouri,0.031746,n/a**,0.031746,n/a*,n/a*,n/a*,0.2340426,n/a**,0.2340426,0.3351064,n/a**,0.3351064,1,0.0478962,57889,21545,58808
"Stoddard County, Missouri",29207,Missouri,0.050505,n/a**,0.0506329,0.2631579,0,0,0.291,n/a**,0.2908726,0.392,n/a**,0.3921765,0.6979111,0.0461245,53651,34250,54324
"Stone County, Missouri",29209,Missouri,0.0254237,n/a**,0.0254958,n/a*,0.0153846,0,0.2977825,n/a**,0.2979852,0.3717001,n/a**,0.3722163,0.8868704,0.051969,68776,48072,69747
"Sullivan County, Missouri",29211,Missouri,0.0294118,n/a**,0.0294118,n/a*,n/a*,n/a*,0.2330097,n/a**,0.2330097,0.3300971,n/a**,0.3300971,1,0.2321114,57896,70115,55540
"Taney County, Missouri",29213,Missouri,0.0462585,n/a**,0.0458971,0.248,0.0071942,0.0042463,0.2884334,n/a**,0.2916667,0.3548072,n/a**,0.3574297,0.4386067,0.1121312,58053,58652,58002
"Texas County, Missouri",29215,Missouri,0.0440678,n/a**,0.0440678,n/a*,0.0192308,0,0.3185596,n/a**,0.3185596,0.4044321,n/a**,0.4044321,0.9921178,0.0899078,50352,51399,50291
"Vernon County, Missouri",29217,Missouri,0.0454545,n/a**,0.0456621,n/a*,n/a*,0,0.2811502,n/a**,0.2816,0.3450479,n/a**,0.344,0.582589,0.06084,60130,40313,60699
"Warren County, Missouri",29219,Missouri,0.0244989,n/a**,0.0249433,0.1486486,0,0,0.3551317,n/a**,0.3567468,0.4069028,n/a**,0.4066544,0.630394,0.0833309,76704,71121,77057
"Washington County, Missouri",29221,Missouri,0.0354331,n/a**,0.0355731,0.1764706,0,0,0.3333333,n/a**,0.3349282,0.4015873,n/a**,0.4019139,0.8047628,0.0576428,54810,52672,54896
"Wayne County, Missouri",29223,Missouri,0.0465116,n/a**,0.046875,n/a*,n/a*,0,0.2626582,n/a**,0.2611465,0.4050633,n/a**,0.4044586,1,0.0516105,45398,66466,44733
"Webster County, Missouri",29225,Missouri,0.0262009,n/a**,0.0262009,0.1818182,0.0208333,0,0.342803,n/a**,0.343128,0.4299242,n/a**,0.4303318,0.7392962,0.059449,64106,66306,64007
"Worth County, Missouri",29227,Missouri,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2051282,n/a**,0.2051282,0.2435897,n/a**,0.2435897,1,0.0360138,59673,26918,60098
"Wright County, Missouri",29229,Missouri,0.0225225,n/a**,0.0225225,n/a*,n/a*,0,0.2879046,n/a**,0.2879046,0.3747871,n/a**,0.3747871,0.7662503,0.0499918,48932,88603,47331
"St. Louis city, Missouri",29510,Missouri,0.0799712,0.1338583,0.0219595,0.2680798,0.0152838,0,0.2436368,0.2106686,0.2770434,0.2924935,0.2699115,0.3164284,3.13E-06,0.5552306,64422,47315,82429
"Beaverhead County, Montana",30001,Montana,0.027027,n/a**,0.027027,n/a*,n/a*,0,0.2816902,n/a**,0.2816902,0.3873239,n/a**,0.3873239,0.5015142,0.0969729,64856,58312,65310
"Big Horn County, Montana",30003,Montana,0.1344538,0.1911765,n/a*,n/a*,n/a*,0,0.3311897,0.3571429,n/a*,0.3794212,0.3988095,n/a*,0.7190828,0.7322776,63920,55484,74442
"Blaine County, Montana",30005,Montana,0.0491803,n/a*,n/a*,n/a*,n/a*,n/a*,0.3081395,0.3333333,0.2804878,0.3546512,0.3777778,0.3292683,1,0.554398,51976,46848,56026
"Broadwater County, Montana",30007,Montana,0.0134228,n/a**,0.0134228,n/a*,n/a*,0,0.3987138,n/a**,0.3987138,0.4758843,n/a**,0.4758843,1,0.0560135,75505,59128,76145
"Carbon County, Montana",30009,Montana,0,n/a**,0,n/a*,n/a*,0,0.3142076,n/a**,0.3142076,0.3579235,n/a**,0.3579235,1,0.0573747,71282,52820,72145
"Carter County, Montana",30011,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0.0315552,64512,46500,64657
"Cascade County, Montana",30013,Montana,0.0350195,n/a**,0.0352595,0.2537313,0.005814,0.001385,0.3105006,n/a**,0.3133588,0.3835152,n/a**,0.3862596,0.1982122,0.1477979,64362,49154,66593
"Chouteau County, Montana",30015,Montana,0.0363636,n/a**,0.0363636,n/a*,n/a*,n/a*,0.2571429,n/a**,0.2571429,0.3857143,n/a**,0.3857143,1,0.2308095,57531,34993,62226
"Custer County, Montana",30017,Montana,0.0181818,n/a**,0.0181818,n/a*,n/a*,0,0.2423398,n/a**,0.2423398,0.3036212,n/a**,0.3036212,0.1790751,0.0820189,70861,67613,71041
"Daniels County, Montana",30019,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.3809524,n/a**,0.3809524,0.5079365,n/a**,0.5079365,1,0.0699422,74287,44993,77055
"Dawson County, Montana",30021,Montana,0.0695652,n/a**,0.0695652,n/a*,n/a*,0,0.3098592,n/a**,0.3098592,0.3908451,n/a**,0.3908451,0.2757082,0.0774093,72049,50851,73007
"Deer Lodge County, Montana",30023,Montana,0.0784314,n/a**,0.0784314,n/a*,n/a*,0,0.2955326,n/a**,0.2955326,0.3402062,n/a**,0.3402062,0.3364164,0.0988359,54982,24070,57008
"Fallon County, Montana",30025,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2727273,n/a**,0.2727273,0.3131313,n/a**,0.3131313,1,0.0564875,80843,43355,82547
"Fergus County, Montana",30027,Montana,0.0162602,n/a**,0.0162602,n/a*,n/a*,0,0.2630137,n/a**,0.2630137,0.3369863,n/a**,0.3369863,0.4743656,0.059353,67775,65158,67880
"Flathead County, Montana",30029,Montana,0.0172117,n/a**,0.0159716,0.2021277,0.0060606,0,0.2861774,n/a**,0.2895705,0.3418804,n/a**,0.345092,0.5148469,0.0724131,78594,58003,79912
"Gallatin County, Montana",30031,Montana,0.0176991,n/a**,0.0180328,0.1623932,0.020979,0,0.2843459,n/a**,0.2857543,0.3382594,n/a**,0.3394906,0.3354262,0.0838585,97931,81312,99127
"Garfield County, Montana",30033,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0.007722,65237,35429,65721
